manga_id,title,type,score,scored_by,status,start_date,members,favorites,genres,themes,demographics,main_picture,title_english,reading,completed,on_hold,dropped,plan_to_read,total
3571,Ten: Tenhou-doori no Kaidanji,manga,8.32,1368,finished,1989-08-01,4775,251,['Drama'],"['Adult Cast', 'Strategy Game']",[],https://cdn.myanimelist.net/images/manga/2/260697l.jpg,,531,1649,187,82,2566,5015
1982,Koori no Mamono no Monogatari,manga,8.21,1412,finished,1995-08-19,4105,116,"['Boys Love', 'Fantasy', 'Romance', 'Supernatural']",[],['Shoujo'],https://cdn.myanimelist.net/images/manga/3/169567l.jpg,,892,1221,278,175,1608,4174
119931,One Room Angel,manga,8.15,1417,finished,2017-10-25,3278,119,"['Boys Love', 'Drama', 'Supernatural']",[],[],https://cdn.myanimelist.net/images/manga/2/226252l.jpg,One Room Angel,236,2277,46,29,1312,3900
108495,NieR:Automata,light_novel,8.21,1351,finished,2017-08-05,9267,206,"['Action', 'Fantasy', 'Sci-Fi']",[],[],https://cdn.myanimelist.net/images/manga/2/243834l.jpg,NieR:Automata,953,1529,201,79,7190,9952
11243,Kono Sekai no Katasumi ni,manga,8.16,1360,finished,2007-01-09,6300,112,['Drama'],['Historical'],['Seinen'],https://cdn.myanimelist.net/images/manga/3/45441l.jpg,In This Corner of the World,483,1731,139,61,4306,6720
106602,Bleach: Can't Fear Your Own World,light_novel,8.18,1315,finished,2017-08-04,4489,97,"['Action', 'Supernatural']",['Super Power'],[],https://cdn.myanimelist.net/images/manga/3/199175l.jpg,,856,1539,178,74,2539,5186
133352,Gimai Seikatsu,light_novel,8.15,1265,currently_publishing,2021-01-25,5974,288,"['Romance', 'Slice of Life']",[],[],https://cdn.myanimelist.net/images/manga/2/240697l.jpg,Days with My Step Sister,2891,104,276,99,3857,7227
132962,Boku ga Otto ni Deau made,manga,8.18,1219,finished,2020-04-29,2814,48,"['Boys Love', 'Drama']",['Memoir'],[],https://cdn.myanimelist.net/images/manga/1/243238l.jpg,Until I Meet My Husband,164,2271,25,124,1341,3925
1315,Boogiepop Series,light_novel,8.23,1198,currently_publishing,1998-02-10,9362,323,"['Horror', 'Mystery']",['Psychological'],[],https://cdn.myanimelist.net/images/manga/2/208765l.jpg,,1614,388,733,232,6789,9756
3807,Juuni Kokuki,light_novel,8.4,1118,currently_publishing,1992-06-20,8050,206,['Fantasy'],['Isekai'],[],https://cdn.myanimelist.net/images/manga/3/157938l.jpg,The Twelve Kingdoms,1334,372,462,153,6017,8338
93097,Monogatari Series: Off Season,light_novel,8.49,1067,finished,2015-10-05,4884,103,"['Comedy', 'Drama', 'Mystery', 'Supernatural']",['Vampire'],[],https://cdn.myanimelist.net/images/manga/2/181555l.jpg,,565,1133,185,44,3290,5217
16593,Private Opinion: Banana Fish Another Story,manga,8.29,1025,finished,1995-12-13,3481,44,"['Action', 'Drama']",[],['Shoujo'],https://cdn.myanimelist.net/images/manga/2/202641l.jpg,,143,1541,47,38,1920,3689
26201,Hikaru ga Chikyuu ni Ita Koro......,light_novel,8.15,1066,finished,2011-05-30,4661,118,"['Mystery', 'Romance', 'Supernatural']",['School'],[],https://cdn.myanimelist.net/images/manga/2/145411l.jpg,When Hikaru was on the earth,769,962,161,95,2809,4796
95243,Re:Zero kara Hajimeru Isekai Seikatsu Ex,light_novel,8.35,994,currently_publishing,2015-06-25,5006,108,['Fantasy'],[],[],https://cdn.myanimelist.net/images/manga/2/170079l.jpg,Re:ZERO -Starting Life in Another World- Ex,1380,393,252,79,3103,5207
26704,Shouwa Genroku Rakugo Shinjuu,manga,8.27,1006,finished,2010-03-25,6916,129,"['Award Winning', 'Drama']","['Adult Cast', 'Love Polygon', 'Performing Arts']",['Josei'],https://cdn.myanimelist.net/images/manga/2/261416l.jpg,Descending Stories: Showa Genroku Rakugo Shinju,877,1054,270,121,5052,7374
79993,Umineko no Naku Koro ni Chiru,light_novel,8.37,863,finished,2012-07-13,3100,162,"['Fantasy', 'Horror', 'Mystery', 'Supernatural', 'Suspense']",['Psychological'],[],https://cdn.myanimelist.net/images/manga/3/185817l.jpg,,299,1028,69,72,1775,3243
45885,No.6 Beyond,novel,8.2,867,finished,2012-11-22,4367,33,"['Action', 'Drama', 'Mystery', 'Sci-Fi']",[],['Josei'],https://cdn.myanimelist.net/images/manga/1/81189l.jpg,,256,1246,51,42,2872,4467
108177,Monogatari Series: Monster Season,light_novel,8.51,825,finished,2017-07-20,5580,65,"['Comedy', 'Mystery', 'Supernatural']",['Vampire'],[],https://cdn.myanimelist.net/images/manga/1/198051l.jpg,,726,632,138,44,4428,5968
113163,Bungou Stray Dogs: Dead Apple,manga,8.16,778,currently_publishing,2018-03-09,4261,61,"['Action', 'Mystery', 'Supernatural']",[],[],https://cdn.myanimelist.net/images/manga/1/208101l.jpg,Bungo Stray Dogs: Dead Apple,1471,468,237,80,2387,4643
119282,NHK ni Youkoso!,novel,8.21,700,finished,2002-01-28,2280,149,"['Comedy', 'Drama', 'Romance']",['Psychological'],[],https://cdn.myanimelist.net/images/manga/1/248549l.jpg,Welcome to the N.H.K.,241,1075,53,32,1527,2928
137303,Hirayasumi,manga,8.19,619,currently_publishing,2021-04-26,3193,73,['Slice of Life'],[],['Seinen'],https://cdn.myanimelist.net/images/manga/2/249992l.jpg,,2056,47,137,29,2655,4924
124470,Re:Zero kara Hajimeru Isekai Seikatsu: Dai-4 Shou - Seiiki to Gouyoku no Majo,manga,8.19,542,currently_publishing,2019-09-27,2514,34,"['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']",['Seinen'],https://cdn.myanimelist.net/images/manga/2/227408l.jpg,"Re:ZERO -Starting Life in Another World-, Chapter 4: The Sanctuary and the Witch of Greed",1032,183,156,84,1309,2764
113819,Violet Evergarden Gaiden,light_novel,8.15,533,finished,2018-03-23,2316,37,"['Drama', 'Fantasy']",[],[],https://cdn.myanimelist.net/images/manga/2/224184l.jpg,,185,736,41,28,1571,2561
